feedback_id,submitted_at,channel,region,plan,severity,text,audited_requirement_id
FB-0539,2026-04-20,email,SG,free,1,Please generate the key points from a two hour podcast. I would use this immediately.,
FB-0540,2026-03-26,community,MX,individual,2,Please generate the key points from a two hour podcast.,
FB-0541,2026-04-06,community,MX,family,2,An AI summary would help me decide which podcast episodes are worth my time. This is important enough to keep me subscribed.,
FB-0542,2026-08-12,support_chat,MY,individual,3,Long podcasts need short summaries before I decide to listen.,
FB-0543,2026-03-20,support_chat,US,free,2,I want a quick summary before starting a long episode.,
FB-0544,2026-01-22,community,ID,free,1,Show key moments and a short podcast summary.,
FB-0545,2026-03-14,app_store,IN,student,2,Show key moments and a short podcast summary. Please prioritize this.,
FB-0546,2026-04-09,in_app,PH,student,1,Show key moments and a short podcast summary. This has been missing for a long time.,
FB-0547,2026-06-18,support_chat,ID,duo,2,I want a quick summary before starting a long episode. This is important enough to keep me subscribed.,
FB-0548,2026-07-15,app_store,ID,family,2,Please generate the key points from a two hour podcast. This would make the app much more useful.,
FB-0549,2026-01-13,email,US,free,3,Show key moments and a short podcast summary. This is important enough to keep me subscribed.,
FB-0550,2026-04-10,support_chat,MX,student,2,Show key moments and a short podcast summary.,
FB-0551,2026-02-10,app_store,MX,free,1,Please generate the key points from a two hour podcast.,
FB-0552,2026-05-12,email,GB,duo,3,Long podcasts need short summaries before I decide to listen. This would make the app much more useful.,
FB-0553,2026-08-16,community,GB,student,2,I want a quick summary before starting a long episode. This is important enough to keep me subscribed.,
FB-0554,2026-08-26,support_chat,BR,individual,2,Long podcasts need short summaries before I decide to listen.,
FB-0555,2026-01-15,support_chat,ID,free,2,Show key moments and a short podcast summary. I would use this immediately.,
FB-0556,2026-02-01,support_chat,BR,family,2,Please generate the key points from a two hour podcast. I would use this immediately.,REQ-308
FB-0557,2026-02-04,app_store,IN,individual,2,I want a quick summary before starting a long episode. I keep running into this problem.,
FB-0558,2026-03-23,email,BR,family,4,I want a quick summary before starting a long episode. This would make the app much more useful.,
FB-0559,2026-03-11,support_chat,TH,individual,5,Playback should recover when I go through a tunnel and lose signal.,REQ-309
FB-0560,2026-08-24,app_store,TH,student,4,Playback should recover when I go through a tunnel and lose signal. I would use this immediately.,REQ-309
FB-0561,2026-02-04,app_store,US,student,4,Playback should recover when I go through a tunnel and lose signal. Please prioritize this.,REQ-309
FB-0562,2026-03-01,community,DE,free,4,Playback should recover when I go through a tunnel and lose signal. This is important enough to keep me subscribed.,
FB-0563,2026-02-24,support_chat,TH,free,3,Music should continue or recover after a short network outage.,
FB-0564,2026-08-04,app_store,DE,student,5,Please make playback resilient to temporary network loss. Please prioritize this.,
FB-0565,2026-02-26,community,US,duo,5,Music should continue or recover after a short network outage. This would make the app much more useful.,REQ-309
FB-0566,2026-01-21,in_app,ID,individual,4,The player loses my position when the connection disappears. Please prioritize this.,REQ-309
FB-0567,2026-08-15,support_chat,JP,family,5,Playback should recover when I go through a tunnel and lose signal. This would make the app much more useful.,
FB-0568,2026-03-11,in_app,JP,duo,5,Playback should recover when I go through a tunnel and lose signal. Please prioritize this.,
FB-0569,2026-06-01,app_store,SG,student,4,The player loses my position when the connection disappears. This is important enough to keep me subscribed.,
FB-0570,2026-04-11,in_app,DE,free,5,Please make playback resilient to temporary network loss. This has been missing for a long time.,
FB-0571,2026-05-01,in_app,SG,family,3,The player loses my position when the connection disappears. Please prioritize this.,
FB-0572,2026-06-18,in_app,IN,individual,4,Playback should recover when I go through a tunnel and lose signal. I would use this immediately.,
FB-0573,2026-02-13,community,SG,family,2,Please make playback resilient to temporary network loss.,
FB-0574,2026-08-12,in_app,MX,individual,3,Music should continue or recover after a short network outage. I would use this immediately.,REQ-309
FB-0575,2026-03-19,support_chat,MY,individual,4,Music should continue or recover after a short network outage. I keep running into this problem.,REQ-309
FB-0576,2026-01-12,email,ID,individual,3,Please make playback resilient to temporary network loss.,REQ-309
FB-0577,2026-06-09,app_store,TH,free,3,Please make playback resilient to temporary network loss. Please prioritize this.,
FB-0578,2026-06-19,community,BR,family,4,The player loses my position when the connection disappears.,
FB-0579,2026-02-08,app_store,GB,free,3,Playback should recover when I go through a tunnel and lose signal. I keep running into this problem.,
FB-0580,2026-06-14,community,DE,free,3,When connectivity drops the song sometimes restarts; please resume cleanly. This would make the app much more useful.,REQ-309
FB-0581,2026-06-21,community,TH,family,4,Music should continue or recover after a short network outage.,
FB-0582,2026-05-02,community,GB,student,4,The player loses my position when the connection disappears. Please prioritize this.,REQ-309
FB-0583,2026-01-25,app_store,TH,individual,4,Music should continue or recover after a short network outage. I would use this immediately.,
FB-0584,2026-06-28,support_chat,MX,family,4,The player loses my position when the connection disappears. I keep running into this problem.,REQ-309
FB-0585,2026-01-05,email,JP,free,3,When connectivity drops the song sometimes restarts; please resume cleanly.,
FB-0586,2026-07-19,in_app,GB,duo,3,Playback should recover when I go through a tunnel and lose signal. This has been missing for a long time.,REQ-309
FB-0587,2026-04-06,in_app,JP,student,3,Please make playback resilient to temporary network loss. This has been missing for a long time.,
FB-0588,2026-03-14,support_chat,PH,free,4,When connectivity drops the song sometimes restarts; please resume cleanly.,
FB-0589,2026-03-15,support_chat,GB,free,2,When connectivity drops the song sometimes restarts; please resume cleanly. I would use this immediately.,
FB-0590,2026-07-19,in_app,MX,individual,3,Music should continue or recover after a short network outage. This has been missing for a long time.,
FB-0591,2026-01-10,community,MX,duo,3,Playback should recover when I go through a tunnel and lose signal. This would make the app much more useful.,
FB-0592,2026-05-22,support_chat,JP,duo,4,When connectivity drops the song sometimes restarts; please resume cleanly.,REQ-309
FB-0593,2026-02-13,support_chat,DE,duo,4,Music should continue or recover after a short network outage.,REQ-309
FB-0594,2026-01-02,support_chat,PH,student,4,Please make playback resilient to temporary network loss.,
FB-0595,2026-02-01,app_store,JP,free,4,Please make playback resilient to temporary network loss. I would use this immediately.,REQ-309
FB-0596,2026-05-28,in_app,PH,duo,3,When connectivity drops the song sometimes restarts; please resume cleanly.,
FB-0597,2026-03-14,support_chat,US,free,3,The player loses my position when the connection disappears.,REQ-309
FB-0598,2026-05-04,email,DE,duo,4,When connectivity drops the song sometimes restarts; please resume cleanly.,REQ-309
FB-0599,2026-01-05,email,BR,family,5,Playback should recover when I go through a tunnel and lose signal. I would use this immediately.,
FB-0600,2026-02-13,support_chat,TH,duo,2,The player loses my position when the connection disappears. I keep running into this problem.,
FB-0601,2026-06-09,support_chat,ID,family,5,When connectivity drops the song sometimes restarts; please resume cleanly. Please prioritize this.,REQ-309
FB-0602,2026-06-16,community,DE,free,5,When connectivity drops the song sometimes restarts; please resume cleanly.,
FB-0603,2026-02-14,support_chat,TH,duo,5,The player loses my position when the connection disappears. This has been missing for a long time.,
FB-0604,2026-01-05,support_chat,GB,duo,4,Please make playback resilient to temporary network loss.,
FB-0605,2026-06-18,app_store,JP,family,5,Music should continue or recover after a short network outage. This has been missing for a long time.,REQ-309
FB-0606,2026-04-28,in_app,US,student,3,The player loses my position when the connection disappears. This is important enough to keep me subscribed.,REQ-309
FB-0607,2026-05-24,email,IN,free,5,Please make playback resilient to temporary network loss.,
FB-0608,2026-08-26,in_app,US,free,5,Please make playback resilient to temporary network loss. I would use this immediately.,
FB-0609,2026-05-09,app_store,TH,student,4,When connectivity drops the song sometimes restarts; please resume cleanly. This would make the app much more useful.,
FB-0610,2026-02-04,in_app,MY,free,4,Playback should recover when I go through a tunnel and lose signal. This is important enough to keep me subscribed.,
FB-0611,2026-04-22,in_app,DE,duo,4,Music should continue or recover after a short network outage.,
FB-0612,2026-02-14,support_chat,BR,family,4,The player loses my position when the connection disappears. I would use this immediately.,
FB-0613,2026-01-01,support_chat,GB,duo,4,Music should continue or recover after a short network outage. I keep running into this problem.,
FB-0614,2026-02-26,email,IN,student,5,The player loses my position when the connection disappears. I would use this immediately.,
FB-0615,2026-06-05,app_store,ID,student,4,Playback should recover when I go through a tunnel and lose signal.,REQ-309
FB-0616,2026-07-18,community,GB,individual,4,Playback should recover when I go through a tunnel and lose signal. I keep running into this problem.,
FB-0617,2026-06-28,app_store,IN,student,3,Please make playback resilient to temporary network loss.,REQ-309
FB-0618,2026-02-20,in_app,GB,duo,5,Please make playback resilient to temporary network loss.,
FB-0619,2026-01-09,email,IN,free,4,When connectivity drops the song sometimes restarts; please resume cleanly. I would use this immediately.,
FB-0620,2026-08-14,support_chat,PH,duo,5,When connectivity drops the song sometimes restarts; please resume cleanly.,
FB-0621,2026-05-01,community,TH,duo,4,The player loses my position when the connection disappears. This would make the app much more useful.,
FB-0622,2026-04-05,email,GB,family,3,The player loses my position when the connection disappears.,REQ-309
FB-0623,2026-07-26,email,TH,family,4,Playback should recover when I go through a tunnel and lose signal.,REQ-309
FB-0624,2026-01-23,app_store,US,free,4,When connectivity drops the song sometimes restarts; please resume cleanly. This has been missing for a long time.,
FB-0625,2026-08-03,in_app,MX,duo,5,Music should continue or recover after a short network outage.,
FB-0626,2026-02-25,community,SG,family,5,When connectivity drops the song sometimes restarts; please resume cleanly. I keep running into this problem.,
FB-0627,2026-06-02,app_store,MX,family,4,When connectivity drops the song sometimes restarts; please resume cleanly. I keep running into this problem.,REQ-309
FB-0628,2026-04-22,support_chat,PH,duo,5,Please make playback resilient to temporary network loss.,
FB-0629,2026-07-11,community,JP,individual,4,Playback should recover when I go through a tunnel and lose signal. I keep running into this problem.,
FB-0630,2026-08-16,support_chat,JP,family,3,Music should continue or recover after a short network outage.,
FB-0631,2026-04-28,support_chat,US,family,2,The player loses my position when the connection disappears.,
FB-0632,2026-01-22,support_chat,SG,student,5,Music should continue or recover after a short network outage.,
FB-0633,2026-06-01,community,US,family,5,Playback should recover when I go through a tunnel and lose signal. I would use this immediately.,REQ-309
FB-0634,2026-03-10,support_chat,IN,family,5,When connectivity drops the song sometimes restarts; please resume cleanly.,
FB-0635,2026-04-12,email,MX,free,3,The player loses my position when the connection disappears.,
FB-0636,2026-03-01,email,JP,free,2,Please make playback resilient to temporary network loss. I keep running into this problem.,
FB-0637,2026-02-06,support_chat,ID,family,2,When connectivity drops the song sometimes restarts; please resume cleanly. This would make the app much more useful.,
FB-0638,2026-06-18,community,DE,family,2,Please make playback resilient to temporary network loss. I keep running into this problem.,
FB-0639,2026-03-26,in_app,ID,free,3,Please make playback resilient to temporary network loss.,REQ-309
FB-0640,2026-08-17,email,TH,student,5,Please make playback resilient to temporary network loss. This has been missing for a long time.,
FB-0641,2026-08-05,community,PH,individual,4,Playback should recover when I go through a tunnel and lose signal.,
FB-0642,2026-08-11,support_chat,DE,individual,5,Please make playback resilient to temporary network loss.,
FB-0643,2026-04-21,in_app,MY,free,3,Please make playback resilient to temporary network loss. This has been missing for a long time.,
FB-0644,2026-07-02,support_chat,DE,family,5,The player loses my position when the connection disappears.,
FB-0645,2026-02-01,app_store,DE,duo,4,Playback should recover when I go through a tunnel and lose signal.,
FB-0646,2026-05-06,support_chat,ID,family,5,When connectivity drops the song sometimes restarts; please resume cleanly.,REQ-309
FB-0647,2026-07-11,in_app,MY,student,5,When connectivity drops the song sometimes restarts; please resume cleanly.,
FB-0648,2026-02-02,email,TH,family,5,Playback should recover when I go through a tunnel and lose signal. Please prioritize this.,
FB-0649,2026-08-02,community,DE,student,5,Playback should recover when I go through a tunnel and lose signal.,
FB-0650,2026-06-08,support_chat,ID,individual,4,Please make playback resilient to temporary network loss. This has been missing for a long time.,
FB-0651,2026-02-19,in_app,IN,duo,4,Playback should recover when I go through a tunnel and lose signal.,
FB-0652,2026-03-03,support_chat,ID,duo,5,When connectivity drops the song sometimes restarts; please resume cleanly. This would make the app much more useful.,
FB-0653,2026-06-15,email,IN,individual,4,The player loses my position when the connection disappears. Please prioritize this.,REQ-309
FB-0654,2026-01-15,support_chat,BR,student,4,When connectivity drops the song sometimes restarts; please resume cleanly. Please prioritize this.,
FB-0655,2026-06-06,app_store,MY,individual,4,Music should continue or recover after a short network outage.,
FB-0656,2026-07-17,support_chat,BR,free,4,Music should continue or recover after a short network outage.,
FB-0657,2026-06-01,community,MY,family,3,Music should continue or recover after a short network outage. This has been missing for a long time.,
FB-0658,2026-01-21,in_app,IN,family,4,Playback should recover when I go through a tunnel and lose signal.,
FB-0659,2026-01-21,support_chat,BR,free,2,Please make playback resilient to temporary network loss. I would use this immediately.,REQ-309
FB-0660,2026-07-12,app_store,DE,duo,4,Playback should recover when I go through a tunnel and lose signal.,
FB-0661,2026-03-26,app_store,MX,student,4,The player loses my position when the connection disappears.,
FB-0662,2026-07-25,in_app,PH,student,4,Please make playback resilient to temporary network loss. This would make the app much more useful.,
FB-0663,2026-06-25,email,JP,free,4,Please make playback resilient to temporary network loss. This is important enough to keep me subscribed.,
FB-0664,2026-06-08,app_store,SG,family,3,Playback should recover when I go through a tunnel and lose signal.,
FB-0665,2026-08-26,email,MY,student,3,Playback should recover when I go through a tunnel and lose signal. I would use this immediately.,
FB-0666,2026-05-04,community,ID,individual,4,Playback should recover when I go through a tunnel and lose signal. This is important enough to keep me subscribed.,REQ-309
FB-0667,2026-08-01,support_chat,TH,duo,3,When connectivity drops the song sometimes restarts; please resume cleanly. I keep running into this problem.,
FB-0668,2026-08-19,app_store,BR,free,5,Music should continue or recover after a short network outage. This would make the app much more useful.,REQ-309
FB-0669,2026-07-11,in_app,DE,individual,3,Please add age appropriate settings for children on family accounts. This has been missing for a long time.,
FB-0670,2026-05-14,in_app,ID,duo,3,I need parental controls for explicit songs on our family plan. This is important enough to keep me subscribed.,
FB-0671,2026-03-26,in_app,US,individual,3,Family managers need explicit-content restrictions. I keep running into this problem.,
FB-0672,2026-07-14,app_store,TH,free,2,Family accounts should let parents restrict explicit content.,
FB-0673,2026-07-03,support_chat,SG,individual,4,I want controls for what my kids can play. I keep running into this problem.,
FB-0674,2026-05-06,support_chat,IN,individual,5,I want controls for what my kids can play.,REQ-310
FB-0675,2026-01-13,in_app,MX,student,3,Family accounts should let parents restrict explicit content. This has been missing for a long time.,
FB-0676,2026-08-23,support_chat,MX,family,4,Family managers need explicit-content restrictions. This has been missing for a long time.,
FB-0677,2026-02-22,in_app,MX,individual,4,Family managers need explicit-content restrictions. Please prioritize this.,
FB-0678,2026-07-18,app_store,TH,individual,5,I need parental controls for explicit songs on our family plan.,
FB-0679,2026-02-14,in_app,ID,family,3,Family accounts should let parents restrict explicit content.,
FB-0680,2026-08-05,in_app,BR,family,3,I want controls for what my kids can play. This has been missing for a long time.,
FB-0681,2026-03-27,email,SG,free,2,Family managers need explicit-content restrictions. Please prioritize this.,
FB-0682,2026-04-14,in_app,PH,duo,3,I want controls for what my kids can play. Please prioritize this.,REQ-310
FB-0683,2026-04-24,email,MY,individual,2,I want controls for what my kids can play. This would make the app much more useful.,
FB-0684,2026-03-04,app_store,MY,family,2,Family managers need explicit-content restrictions.,
FB-0685,2026-02-02,support_chat,US,free,3,Please add age appropriate settings for children on family accounts. This would make the app much more useful.,
FB-0686,2026-03-05,support_chat,MY,individual,3,Family accounts should let parents restrict explicit content. I keep running into this problem.,
FB-0687,2026-03-25,email,ID,free,5,Family managers need explicit-content restrictions.,
FB-0688,2026-06-28,in_app,GB,duo,5,Family accounts should let parents restrict explicit content. This has been missing for a long time.,
FB-0689,2026-07-26,app_store,PH,family,3,Family managers need explicit-content restrictions. This has been missing for a long time.,REQ-310
FB-0690,2026-04-18,community,MY,family,4,Family managers need explicit-content restrictions.,REQ-310
FB-0691,2026-02-13,in_app,MY,family,2,I want controls for what my kids can play. Please prioritize this.,
FB-0692,2026-02-05,community,GB,duo,2,Family accounts should let parents restrict explicit content. This is important enough to keep me subscribed.,
FB-0693,2026-02-04,support_chat,US,student,3,Please add age appropriate settings for children on family accounts.,REQ-310
FB-0694,2026-01-28,support_chat,US,student,4,I want controls for what my kids can play.,
FB-0695,2026-02-20,community,ID,family,2,Family managers need explicit-content restrictions. This is important enough to keep me subscribed.,
FB-0696,2026-08-12,community,BR,duo,2,I want controls for what my kids can play. I would use this immediately.,
FB-0697,2026-08-17,community,PH,individual,3,Family managers need explicit-content restrictions.,
FB-0698,2026-07-14,in_app,IN,duo,3,Family accounts should let parents restrict explicit content. Please prioritize this.,
FB-0699,2026-04-21,email,US,family,3,Family accounts should let parents restrict explicit content. Please prioritize this.,REQ-310
FB-0700,2026-08-16,community,SG,free,2,I need parental controls for explicit songs on our family plan.,
FB-0701,2026-08-21,email,MY,individual,3,I want controls for what my kids can play. This would make the app much more useful.,REQ-310
FB-0702,2026-08-07,in_app,MY,family,4,Please add age appropriate settings for children on family accounts. This is important enough to keep me subscribed.,
FB-0703,2026-07-17,app_store,US,individual,4,I want controls for what my kids can play.,REQ-310
FB-0704,2026-01-20,community,JP,free,3,I want controls for what my kids can play. This has been missing for a long time.,REQ-310
FB-0705,2026-01-23,in_app,JP,student,4,I need parental controls for explicit songs on our family plan. This would make the app much more useful.,REQ-310
FB-0706,2026-01-09,support_chat,PH,individual,3,I need parental controls for explicit songs on our family plan.,
FB-0707,2026-02-28,support_chat,US,duo,4,I need parental controls for explicit songs on our family plan. I keep running into this problem.,
FB-0708,2026-03-13,community,BR,individual,4,Please add age appropriate settings for children on family accounts.,
FB-0709,2026-02-20,community,PH,family,4,Family accounts should let parents restrict explicit content. I would use this immediately.,
FB-0710,2026-07-26,community,IN,free,4,I need parental controls for explicit songs on our family plan. This has been missing for a long time.,REQ-310
FB-0711,2026-04-15,community,GB,individual,3,Family accounts should let parents restrict explicit content.,
FB-0712,2026-02-27,support_chat,US,duo,3,Please add age appropriate settings for children on family accounts. This would make the app much more useful.,
FB-0713,2026-04-23,app_store,DE,individual,4,Family accounts should let parents restrict explicit content.,
FB-0714,2026-04-01,app_store,TH,student,3,Please add age appropriate settings for children on family accounts.,REQ-310
FB-0715,2026-05-23,community,PH,family,4,I want controls for what my kids can play. This would make the app much more useful.,
FB-0716,2026-08-15,email,JP,free,2,Family accounts should let parents restrict explicit content. This would make the app much more useful.,
FB-0717,2026-08-01,community,SG,free,4,Family accounts should let parents restrict explicit content. This would make the app much more useful.,
FB-0718,2026-07-01,email,IN,individual,3,Please add age appropriate settings for children on family accounts. I keep running into this problem.,
FB-0719,2026-01-26,email,IN,free,4,Family accounts should let parents restrict explicit content. This has been missing for a long time.,
FB-0720,2026-01-19,support_chat,IN,duo,3,Family accounts should let parents restrict explicit content.,
FB-0721,2026-03-15,support_chat,SG,student,3,I want controls for what my kids can play.,REQ-310
FB-0722,2026-08-19,support_chat,US,individual,3,I need parental controls for explicit songs on our family plan.,REQ-310
FB-0723,2026-04-24,email,IN,free,4,Please add age appropriate settings for children on family accounts. This is important enough to keep me subscribed.,
FB-0724,2026-08-24,in_app,MY,free,4,Please add age appropriate settings for children on family accounts. I keep running into this problem.,
FB-0725,2026-05-19,community,ID,free,4,Please add age appropriate settings for children on family accounts. I keep running into this problem.,REQ-310
FB-0726,2026-08-20,community,PH,individual,4,I want controls for what my kids can play. I keep running into this problem.,
FB-0727,2026-02-03,in_app,GB,family,3,Use time and session patterns to understand the listening situation.,REQ-311
FB-0728,2026-04-25,email,US,student,2,Use time and session patterns to understand the listening situation.,REQ-311
FB-0729,2026-02-05,support_chat,ID,student,1,Use time and session patterns to understand the listening situation. This has been missing for a long time.,REQ-311
FB-0730,2026-04-02,support_chat,GB,free,2,The app should infer listening context to improve recommendations. This is important enough to keep me subscribed.,
FB-0731,2026-03-25,support_chat,BR,free,1,Recommendation features need a reusable context signal. This has been missing for a long time.,
FB-0732,2026-02-16,app_store,SG,free,2,Recommendation features need a reusable context signal. This is important enough to keep me subscribed.,REQ-311
FB-0733,2026-02-24,app_store,PH,free,3,Recommendation features need a reusable context signal. Please prioritize this.,
FB-0734,2026-07-25,in_app,IN,free,2,Use time and session patterns to understand the listening situation. This is important enough to keep me subscribed.,
FB-0735,2026-06-23,support_chat,ID,duo,1,Use time and session patterns to understand the listening situation.,REQ-311
FB-0736,2026-04-05,app_store,DE,free,1,I want smarter context-aware recommendations across the app. This has been missing for a long time.,
FB-0737,2026-01-24,app_store,JP,family,2,Use time and session patterns to understand the listening situation.,
FB-0738,2026-06-21,app_store,GB,free,2,Recommendation features need a reusable context signal. I keep running into this problem.,REQ-311
FB-0739,2026-03-04,support_chat,MY,duo,2,The app should infer listening context to improve recommendations.,
FB-0740,2026-04-15,email,MY,family,2,"Recommendations should understand whether I am commuting, studying, or exercising. Please prioritize this.",
FB-0741,2026-05-01,support_chat,MX,duo,3,"Recommendations should understand whether I am commuting, studying, or exercising. Please prioritize this.",
FB-0742,2026-02-15,email,SG,student,2,The app should infer listening context to improve recommendations. This is important enough to keep me subscribed.,REQ-311
FB-0743,2026-01-21,app_store,BR,duo,3,Recommendation features need a reusable context signal. Please prioritize this.,
FB-0744,2026-01-19,community,GB,duo,2,Recommendation features need a reusable context signal.,
FB-0745,2026-04-16,app_store,DE,individual,2,The app should infer listening context to improve recommendations. This is important enough to keep me subscribed.,
FB-0746,2026-08-24,in_app,BR,individual,2,The app should infer listening context to improve recommendations. This would make the app much more useful.,
FB-0747,2026-01-22,app_store,US,family,2,The app should infer listening context to improve recommendations. I would use this immediately.,
FB-0748,2026-08-23,in_app,TH,student,2,"Recommendations should understand whether I am commuting, studying, or exercising. This is important enough to keep me subscribed.",REQ-311
FB-0749,2026-08-26,email,GB,duo,2,I want smarter context-aware recommendations across the app.,REQ-311
FB-0750,2026-05-21,support_chat,IN,family,1,I want smarter context-aware recommendations across the app. I keep running into this problem.,REQ-311
FB-0751,2026-08-14,support_chat,PH,individual,1,"Recommendations should understand whether I am commuting, studying, or exercising. I keep running into this problem.",
FB-0752,2026-03-21,in_app,DE,free,2,Use time and session patterns to understand the listening situation. I would use this immediately.,REQ-311
FB-0753,2026-07-20,support_chat,BR,family,1,Recommendation features need a reusable context signal. This is important enough to keep me subscribed.,
FB-0754,2026-07-07,community,MY,free,2,I want smarter context-aware recommendations across the app.,
FB-0755,2026-03-07,support_chat,MY,duo,2,"Recommendations should understand whether I am commuting, studying, or exercising. Please prioritize this.",
FB-0756,2026-07-11,in_app,DE,student,2,Use time and session patterns to understand the listening situation. I keep running into this problem.,
FB-0757,2026-02-19,app_store,IN,individual,2,The app should infer listening context to improve recommendations. This is important enough to keep me subscribed.,
FB-0758,2026-05-16,community,US,free,3,"Recommendations should understand whether I am commuting, studying, or exercising.",REQ-311
FB-0759,2026-04-19,in_app,JP,student,2,"Recommendations should understand whether I am commuting, studying, or exercising.",
FB-0760,2026-06-20,in_app,SG,duo,2,The app should infer listening context to improve recommendations.,
FB-0761,2026-06-13,community,BR,free,3,"Recommendations should understand whether I am commuting, studying, or exercising. I would use this immediately.",
FB-0762,2026-04-02,in_app,MY,duo,2,Use time and session patterns to understand the listening situation. This would make the app much more useful.,REQ-311
FB-0763,2026-03-28,in_app,BR,duo,2,"Recommendations should understand whether I am commuting, studying, or exercising. This has been missing for a long time.",REQ-311
FB-0764,2026-08-01,in_app,MX,duo,4,"Recommendations should understand whether I am commuting, studying, or exercising. Please prioritize this.",
FB-0765,2026-01-06,in_app,MY,individual,1,"Recommendations should understand whether I am commuting, studying, or exercising.",
FB-0766,2026-06-28,in_app,MX,individual,3,"Recommendations should understand whether I am commuting, studying, or exercising.",REQ-311
FB-0767,2026-07-02,in_app,MY,individual,2,The app should infer listening context to improve recommendations.,REQ-311
FB-0768,2026-02-23,community,MY,individual,1,The app should infer listening context to improve recommendations. This would make the app much more useful.,
FB-0769,2026-04-05,community,US,free,2,The app should infer listening context to improve recommendations. This is important enough to keep me subscribed.,
FB-0770,2026-04-17,app_store,JP,individual,3,The app should infer listening context to improve recommendations. This has been missing for a long time.,
FB-0771,2026-04-08,community,JP,free,4,Modernize audio delivery so quality settings are reliable.,
FB-0772,2026-04-23,email,ID,student,3,The audio pipeline needs better codec switching.,
FB-0773,2026-01-04,email,DE,duo,3,Codec negotiation sometimes chooses the wrong quality. I keep running into this problem.,
FB-0774,2026-01-24,email,DE,family,4,Modernize audio delivery so quality settings are reliable.,
FB-0775,2026-04-25,email,US,free,4,Modernize audio delivery so quality settings are reliable.,
FB-0776,2026-05-02,app_store,PH,individual,3,The audio pipeline needs better codec switching.,
FB-0777,2026-03-01,email,IN,duo,2,The audio pipeline needs better codec switching. Please prioritize this.,
FB-0778,2026-03-17,support_chat,BR,family,2,Playback quality negotiation is inconsistent across my devices. Please prioritize this.,
FB-0779,2026-03-01,app_store,SG,family,3,The audio pipeline needs better codec switching. This has been missing for a long time.,
FB-0780,2026-04-19,email,JP,student,3,Modernize audio delivery so quality settings are reliable. This has been missing for a long time.,
FB-0781,2026-04-23,app_store,US,duo,4,Please improve high-quality audio delivery across devices.,
FB-0782,2026-02-05,in_app,GB,free,1,Modernize audio delivery so quality settings are reliable.,
FB-0783,2026-01-12,support_chat,BR,duo,3,Playback quality negotiation is inconsistent across my devices. I would use this immediately.,
FB-0784,2026-08-23,in_app,IN,free,2,The audio pipeline needs better codec switching. I would use this immediately.,
FB-0785,2026-02-04,in_app,SG,family,3,Codec negotiation sometimes chooses the wrong quality.,
FB-0786,2026-06-18,email,MY,duo,3,Codec negotiation sometimes chooses the wrong quality. This is important enough to keep me subscribed.,
FB-0787,2026-07-16,community,ID,family,4,Please improve high-quality audio delivery across devices. I would use this immediately.,
FB-0788,2026-05-26,support_chat,PH,student,1,Please improve high-quality audio delivery across devices. This has been missing for a long time.,
FB-0789,2026-05-19,app_store,PH,duo,3,Playback quality negotiation is inconsistent across my devices. I would use this immediately.,
FB-0790,2026-03-28,app_store,TH,duo,3,The audio pipeline needs better codec switching.,
FB-0791,2026-04-21,support_chat,SG,duo,4,Please improve high-quality audio delivery across devices. I would use this immediately.,
FB-0792,2026-06-19,support_chat,TH,family,2,The audio pipeline needs better codec switching. I would use this immediately.,
FB-0793,2026-02-16,support_chat,BR,free,3,Modernize audio delivery so quality settings are reliable. This is important enough to keep me subscribed.,
FB-0794,2026-03-09,app_store,IN,duo,3,Please improve high-quality audio delivery across devices. Please prioritize this.,
FB-0795,2026-02-11,app_store,BR,duo,4,The audio pipeline needs better codec switching. I keep running into this problem.,
FB-0796,2026-06-28,community,DE,individual,4,Codec negotiation sometimes chooses the wrong quality. I would use this immediately.,
FB-0797,2026-08-03,email,ID,free,2,Modernize audio delivery so quality settings are reliable. This is important enough to keep me subscribed.,REQ-312
FB-0798,2026-03-26,community,JP,free,3,Please improve high-quality audio delivery across devices. I would use this immediately.,
FB-0799,2026-01-23,app_store,TH,student,2,Modernize audio delivery so quality settings are reliable.,
FB-0800,2026-07-15,email,MX,duo,3,The audio pipeline needs better codec switching.,
FB-0801,2026-02-05,community,US,free,3,The audio pipeline needs better codec switching. This has been missing for a long time.,REQ-312
FB-0802,2026-03-08,community,JP,free,3,Please improve high-quality audio delivery across devices. This would make the app much more useful.,REQ-312
FB-0803,2026-05-04,email,IN,individual,2,Playback quality negotiation is inconsistent across my devices. I would use this immediately.,REQ-312
FB-0804,2026-04-19,app_store,MY,family,5,Playback quality negotiation is inconsistent across my devices. This is important enough to keep me subscribed.,
FB-0805,2026-01-12,email,MX,free,3,The audio pipeline needs better codec switching. I keep running into this problem.,
FB-0806,2026-08-24,email,IN,family,3,Playback quality negotiation is inconsistent across my devices. This is important enough to keep me subscribed.,
FB-0807,2026-07-22,email,ID,duo,2,The audio pipeline needs better codec switching. This is important enough to keep me subscribed.,
FB-0808,2026-01-14,community,GB,student,2,Codec negotiation sometimes chooses the wrong quality.,
FB-0809,2026-08-05,community,MY,free,2,Please improve high-quality audio delivery across devices.,
FB-0810,2026-03-22,in_app,JP,family,2,Codec negotiation sometimes chooses the wrong quality. Please prioritize this.,
FB-0811,2026-01-04,app_store,ID,duo,1,Codec negotiation sometimes chooses the wrong quality.,
FB-0812,2026-01-16,app_store,SG,duo,2,The audio pipeline needs better codec switching.,
